time,open,high,low,close,volume,trade_decision
2024-11-13 23:00:00,2572.028,2581.49,2569.294,2571.069,9166,Sell
2024-11-14 00:00:00,2571.092,2574.84,2569.692,2572.537,5041,Sell
2024-11-14 01:00:00,2572.538,2573.055,2561.58,2562.65,13829,Sell
2024-11-14 02:00:00,2562.613,2564.663,2558.955,2560.676,9059,Sell
2024-11-14 03:00:00,2560.645,2565.17,2559.957,2560.788,6237,No Trade
2024-11-14 04:00:00,2560.798,2565.336,2559.32,2565.21,5206,No Trade
2024-11-14 05:00:00,2565.214,2565.214,2555.36,2558.655,8357,Sell
2024-11-14 06:00:00,2558.623,2560.594,2551.973,2555.076,9273,Sell
2024-11-14 07:00:00,2555.117,2559.027,2550.441,2557.094,10253,No Trade
2024-11-14 08:00:00,2557.052,2559.863,2554.578,2556.215,9272,Sell
2024-11-14 09:00:00,2556.188,2558.445,2536.835,2543.592,15202,No Trade
2024-11-14 10:00:00,2543.648,2548.117,2539.109,2547.096,10496,Buy
2024-11-14 11:00:00,2547.135,2555.124,2545.204,2553.659,11094,No Trade
2024-11-14 12:00:00,2553.701,2556.928,2550.116,2552.292,10638,Sell
2024-11-14 13:00:00,2552.254,2560.395,2551.271,2557.133,20819,No Trade
2024-11-14 14:00:00,2557.109,2566.066,2554.271,2559.813,21228,No Trade
2024-11-14 15:00:00,2559.77,2573.071,2558.622,2570.259,18573,No Trade
2024-11-14 16:00:00,2570.283,2577.527,2569.272,2573.992,11101,No Trade
2024-11-14 17:00:00,2574.036,2575.968,2567.499,2573.056,9829,No Trade
2024-11-14 18:00:00,2573.094,2573.522,2567.166,2570.001,7944,Sell
2024-11-14 19:00:00,2569.977,2577.039,2569.902,2576.05,6347,No Trade
2024-11-14 20:00:00,2576.061,2576.612,2563.946,2567.322,15956,Sell
2024-11-14 21:00:00,2567.36,2569.637,2564.173,2565.39,4690,Sell
2024-11-14 23:00:00,2565.007,2567.366,2565.007,2566.979,2814,No Trade
